StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RecaptchaAssessmentName,Q1.1_First Click,Q1.1_Last Click,Q1.1_Page Submit,Q1.1_Click Count,Q2.1,Q2.1_3_TEXT,Q2.2,Q2.3,Q2.3_7_TEXT,Q2.4,Q2.5,Q2.6,Q2.7_1,Q3.1_First Click,Q3.1_Last Click,Q3.1_Page Submit,Q3.1_Click Count,Q4.1_First Click,Q4.1_Last Click,Q4.1_Page Submit,Q4.1_Click Count,Q4.3_First Click,Q4.3_Last Click,Q4.3_Page Submit,Q4.3_Click Count,Q5.1_First Click,Q5.1_Last Click,Q5.1_Page Submit,Q5.1_Click Count,Q6.1_First Click,Q6.1_Last Click,Q6.1_Page Submit,Q6.1_Click Count,Q6.3_First Click,Q6.3_Last Click,Q6.3_Page Submit,Q6.3_Click Count,Q6.4_1,Q6.5_1,Q6.6_First Click,Q6.6_Last Click,Q6.6_Page Submit,Q6.6_Click Count,Q6.8_First Click,Q6.8_Last Click,Q6.8_Page Submit,Q6.8_Click Count,Q6.9_1,Q6.10_1,Q6.11_First Click,Q6.11_Last Click,Q6.11_Page Submit,Q6.11_Click Count,Q6.13_First Click,Q6.13_Last Click,Q6.13_Page Submit,Q6.13_Click Count,Q6.14_1,Q6.15_1,Q6.16_First Click,Q6.16_Last Click,Q6.16_Page Submit,Q6.16_Click Count,Q6.18_First Click,Q6.18_Last Click,Q6.18_Page Submit,Q6.18_Click Count,Q6.19_1,Q6.20_1,Q6.21_First Click,Q6.21_Last Click,Q6.21_Page Submit,Q6.21_Click Count,Q6.23_First Click,Q6.23_Last Click,Q6.23_Page Submit,Q6.23_Click Count,Q6.24_1,Q6.25_1,Q7.1_First Click,Q7.1_Last Click,Q7.1_Page Submit,Q7.1_Click Count,Q8.1_First Click,Q8.1_Last Click,Q8.1_Page Submit,Q8.1_Click Count,Q8.3_First Click,Q8.3_Last Click,Q8.3_Page Submit,Q8.3_Click Count,Q8.4_1,Q8.5_1,Q8.6_First Click,Q8.6_Last Click,Q8.6_Page Submit,Q8.6_Click Count,Q8.8_First Click,Q8.8_Last Click,Q8.8_Page Submit,Q8.8_Click Count,Q8.9_1,Q8.10_1,Q8.11_First Click,Q8.11_Last Click,Q8.11_Page Submit,Q8.11_Click Count,Q8.13_First Click,Q8.13_Last Click,Q8.13_Page Submit,Q8.13_Click Count,Q8.14_1,Q8.15_1,Q8.16_First Click,Q8.16_Last Click,Q8.16_Page Submit,Q8.16_Click Count,Q8.18_First Click,Q8.18_Last Click,Q8.18_Page Submit,Q8.18_Click Count,Q8.19_1,Q8.20_1,Q8.21_First Click,Q8.21_Last Click,Q8.21_Page Submit,Q8.21_Click Count,Q8.23_First Click,Q8.23_Last Click,Q8.23_Page Submit,Q8.23_Click Count,Q8.24_1,Q8.25_1,Q9.1,Q9.2_1,Q9.3_1,Q9.4_1,Q9.5_1,Q9.6,Q11.1,q1_score,q2_score,q3_score,q4_score,q5_score,final_score,earnings,correct_res,true_earnings,correct,q1_txt,q2_txt,q3_txt,q4_txt,q5_txt,surveycode,MID,p1_txt,p2_txt,Random
2021-07-26 07:03:46,2021-07-26 07:07:47,IP Address,204.141.208.3,100,241,True,2021-07-26 07:07:48,R_Z2AhjblSMs0hZex,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,0.89999997615814208984375,projects/513998946275/assessments/3780704870000000,3.377,3.377,4.19,1,Male,,18-24,White/ Caucasian,,High school,"$50,000 - $100,000",Joy of solving math puzzles,"4
 ",6.988,13.911,15.77,12,1.488,14.111,14.168,2,0.857,35.95,35.993,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1.928,0,0.925,28.867,28.802,3,1.059,4.296,4.632,8,3,4,0.83,8.354,8.38,2,2.41,4.091,5.436,5,3,4,0.896,5.594,5.628,3,1.016,2.5,3.626,5,4,4,0.883,20.059,20.003,2,0.959,5.415,5.766,9,4,5,0.743,12.458,12.505,2,0.949,5.46,6.148,13,3,2,Yes,"5
Very enjoyable","4
 ",4,"3
Neutral",Emotional high from answering puzzles correctly,the puzzles very nice,0,0,0,0,0,0,0.50,0,0,0,q~6*7*(7*8),q~35,q~14,q~7*3*7*2,q~2*3*5*8,4251,A2TWIZXBZLCMNM,p~31~10/10*9*2,p~24~3*6*(8-7),1
2021-07-26 07:01:55,2021-07-26 07:07:48,IP Address,161.77.98.33,100,352,True,2021-07-26 07:07:49,R_3D0f43YyZpPGzUf,,,,,42.098602294921875,-72.59310150146484375,anonymous,EN,1,projects/513998946275/assessments/2ff4b04870000000,0,0,4.518,0,Male,,45-54,White/ Caucasian,,Bachelor's degree,"Less than $25,000",Joy of solving math puzzles,"3
Neutral",11.471,18.43,22.489,4,6.841,38.681,38.707,4,1.41,33.269,33.281,3,0,0,2.828,0,2.992,20.802,20.84,2,1.76,3.44,4.514,2,3,3,1.355,26.897,26.916,3,1.301,7.467,8.718,5,2,4,2.362,18.945,18.888,2,1.199,6.028,7.017,3,4,2,1.219,11.206,11.233,4,2.237,4.501,5.49,2,2,4,39.573,48.971,48.985,2,2.23,4.706,5.514,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"1
Did not enjoy","1
Not difficult at all","1
Not focused at all","1
No pressure",Emotional high from answering puzzles correctly,GOOD .BUT I DON'T FEEL WELL,0,0,0,0,0,0,-0.50,0,0.50,0,q~6/7*10*8,q~11*5/(13-6),q~1/4*2*7,q~7/7*3*2,q~2*3/3-5,5131,AQV6HE5JRHVYG,p~0~10/10*9*2,p~3/7*6*8~3*6*(8-7),2
2021-07-26 07:02:21,2021-07-26 07:08:11,IP Address,73.244.114.142,100,350,True,2021-07-26 07:08:12,R_3LbSlzFdnHO8u17,,,,,25.956207275390625,-80.18280029296875,anonymous,EN,0.800000011920928955078125,projects/513998946275/assessments/2433b04870000000,0,0,43.513,0,Male,,25-34,African - American,,Bachelor's degree,"$25,000 - $50,000",Joy of solving math puzzles,"4
 ",5.75,5.75,10.794,1,2.369,18.011,18.029,4,2.006,31.835,31.854,4,0,0,5.996,0,1.853,6.876,6.922,3,0.386,4.09,4.586,5,3,4,6.185,20.241,20.269,2,41.711,44.128,44.202,3,3,4,1.468,3.21,3.23,2,1.501,2.815,4.361,3,3,3,2.66,9.624,9.652,4,1.57,2.972,3.894,2,3,4,1.263,1.263,1.279,1,1.93,3.404,4.241,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"4
 ","4
 ",4,"5
A lot of pressure",Knowing that my earnings depend on how many correct responses I submit,GOOD,0,0,0,0,0,0,-0.50,0,0.50,0,q~7,q~13*11*5*3,q~7,q~56,q~8*7*6*3,6727,A2L80Q3P5JM5SU,p~2~10/10*9*2,p~8*7*6*3~3*6*(8-7),2
2021-07-26 07:03:18,2021-07-26 07:08:12,IP Address,63.75.247.31,100,294,True,2021-07-26 07:08:12,R_QaBdf8xYi1GbF0B,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,0.89999997615814208984375,projects/513998946275/assessments/8efded61c8000000,0,0,7.495,0,Male,,35-44,White/ Caucasian,,Bachelor's degree,"More than $100,000",Joy of solving math puzzles,"5
Very enjoyable",8.233,36.081,36.956,8,2.955,16.7,16.833,6,0.734,7.07,7.092,4,0,0,2.99,0,0.853,2.836,2.859,2,1.859,3.261,5.031,3,4,5,2.395,4.418,4.446,2,1.242,2.676,3.426,2,4,5,2.303,6.967,6.99,4,1.254,2.851,3.441,2,4,5,3.389,5.279,5.302,2,5.254,7.084,7.793,2,3,4,0.934,3.359,3.378,3,4.64,6.217,7.094,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"5
Very enjoyable","5
Very Difficult","5
Very focused","5
A lot of pressure",Knowing that my earnings depend on how many correct responses I submit,great deal,0,0,0,0,0,0,-0.50,0,0.50,0,q~7,q~13,q~4,q~2,q~2,4892,A2B23GOIB0DMR6,p~10~10/10*9*2,p~6~3*6*(8-7),2
2021-07-26 07:01:51,2021-07-26 07:09:04,IP Address,163.123.221.101,100,433,True,2021-07-26 07:09:04,R_3ptGj4G51IH2vTG,,,,,39.3408050537109375,-76.40779876708984375,anonymous,EN,1,projects/513998946275/assessments/ca3d704870000000,0,0,12.628,0,Male,,25-34,White/ Caucasian,,Master's or higher degree,"$50,000 - $100,000",Joy of solving math puzzles,"4
 ",14.397,17.918,23.635,2,4.062,31.64,31.673,5,3.594,31.936,31.985,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.806,0,1.167,22.734,22.759,2,1.952,11.503,13.313,8,4,2,1.947,37.655,37.798,6,2.115,6.334,8.583,4,3,3,3.356,8.517,8.57,2,1.104,62.701,63.743,7,4,2,1.082,53.842,53.862,2,2.11,4.432,6.076,2,4,4,2.993,14.354,14.386,2,2.168,7.085,8.1,4,5,5,Yes,"4
 ","4
 ",4,"4
 ",Knowing that my earnings depend on how many correct responses I submit,I LIKE SO MUCH,0,0,0,0,10,10,0.70,0,0,0,q~6/7*(8-7),q~11*13(5-6)~11*13(5-6)~11/13*(5-6),q~1247,q~(7*2)-7/2,q~2+8+3+5,5928,A31JRBKCY75IXZ,p~2.22~10/10*9*2,p~3*(6/7)*8~3*6*(8-7),1
2021-07-26 07:01:10,2021-07-26 07:09:04,IP Address,62.182.99.51,100,474,True,2021-07-26 07:09:04,R_3fouF3PNbBcvm1Z,,,,,40.7156982421875,-74,anonymous,EN,0.89999997615814208984375,projects/513998946275/assessments/e137ad61c8000000,0,0,26.888,0,Male,,35-44,African - American,,Bachelor's degree,"More than $100,000",Monetary incentive,"4
 ",31.207,31.207,48.469,1,64.949,84.996,85.01,3,4.06,44.253,44.264,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2.104,0,24.717,27.302,27.417,2,1.572,9.471,10.764,10,2,4,1.047,2.847,2.855,2,12.31,17.457,18.023,6,2,4,1.933,3.901,3.914,4,2.729,5.355,6.312,5,2,4,4.894,7.39,7.404,2,2.079,7.922,8.79,9,2,4,5.926,7.191,7.203,2,1.291,2.894,3.658,3,2,4,Yes,"4
 ","2
 ","3
Neutral","3
Neutral",Knowing that my earnings depend on how many correct responses I submit,,0,0,0,0,0,0,0.50,0,0,0,q~4,q~3,q~3,q~3,q~3,4565,A71NZTTHS4AMB,p~3~10/10*9*2,p~4~3*6*(8-7),1
2021-07-26 07:04:03,2021-07-26 07:09:36,IP Address,208.221.32.73,100,333,True,2021-07-26 07:09:36,R_11YHHuEXoeJ8FtN,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,0.800000011920928955078125,projects/513998946275/assessments/8bbbb04870000000,0,0,4.517,0,Male,,35-44,White/ Caucasian,,Bachelor's degree,"$50,000 - $100,000",Joy of solving math puzzles,"5
Very enjoyable",17.616,25.744,28.145,4,5.067,50.407,50.461,6,10.491,20.41,20.44,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.713,0,3.855,44.595,44.629,6,1.175,6.236,7.015,3,3,4,19.073,21.614,21.658,2,1.801,3.828,4.706,2,2,4,8.214,11.204,11.234,2,2.345,4.465,5.225,2,4,3,3.269,5.707,5.732,2,2.075,4.141,4.821,2,3,5,9.006,11.207,11.247,2,1.759,3.534,4.377,2,3,4,No,"3
Neutral","4
 ","5
Very focused","5
A lot of pressure",Knowing that my earnings depend on how many correct responses I submit,Its too difficult to solve the puzzles.,0,0,0,0,0,0,0.50,0,0,0,q~6*7(10/8)~6*7(10/8)~6*7(10/8)~3,q~6,q~10,q~7,q~6,5745,A6210XH3H6I9H,p~16~18~10/10*9*2,p~21~3*6*(8-7),1
2021-07-26 07:03:20,2021-07-26 07:09:44,IP Address,96.40.38.123,100,384,True,2021-07-26 07:09:45,R_PLgungVncqp0P7z,,,,,32.782196044921875,-97.4969024658203125,anonymous,EN,0.89999997615814208984375,projects/513998946275/assessments/af82ed61c8000000,0,0,141.253,0,Male,,35-44,White/ Caucasian,,Bachelor's degree,"More than $100,000",Joy of solving math puzzles,"5
Very enjoyable",6.206,6.206,10.094,1,66.478,74.751,74.775,3,0.813,11.781,11.804,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.676,0,1.269,1.269,5.437,1,1.601,4.036,4.883,2,4,4,5.525,5.525,7.615,1,1.759,3.597,4.6,2,4,4,2.901,2.901,4.807,1,1.583,3.648,4.574,2,4,4,1.586,1.586,4.433,1,1.401,3.378,3.999,2,4,4,0.871,0.871,2.328,1,1.302,3.004,4.123,2,4,4,No,"5
Very enjoyable","5
Very Difficult","5
Very focused","5
A lot of pressure",Emotional high from answering puzzles correctly,great deal,0,0,0,0,0,0,0.50,0,0,0,q~6,q~6,q~7,q~7,q~2,6758,A2FQC1S9TPZX4O,p~9~10/10*9*2,p~6~3*6*(8-7),1
2021-07-26 07:03:52,2021-07-26 07:10:16,IP Address,172.107.181.28,100,383,True,2021-07-26 07:10:16,R_330T3CznJDvhBNu,,,,,32.8137054443359375,-96.87039947509765625,anonymous,EN,1,projects/513998946275/assessments/3663f04870000000,0,0,5.058,0,Male,,25-34,White/ Caucasian,,Master's or higher degree,"$50,000 - $100,000",Joy of solving math puzzles,"4
 ",7.18,10.797,15.586,3,2.362,17.069,17.09,3,1.164,78.501,78.525,12,0,0,2.792,0,2.475,47.916,47.945,17,1.639,3.45,4.261,2,4,5,3.848,8.112,8.141,2,1.492,3.76,16.146,3,3,4,2.301,6.029,6.052,3,1.984,15.933,16.854,2,2,4,1.437,23.032,23.054,8,1.638,3.501,4.442,2,2,4,1.004,71.579,71.602,4,1.371,3.767,4.528,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"4
 ","3
Neutral","5
Very focused","4
 ",Knowing that my earnings depend on how many correct responses I submit,GOOD,0,0,0,0,0,0,-1.10,0,0.50,0,q~10 8 (7 6 )~10 8 (7 6 )~~8,q~13,q~7,q~7 3 7 2~~~6,q~7,2783,ANKPJWPDF2JYC,p~31~10/10*9*2,p~8 7 6* 3*~8 7 6* 3*~8 7 6* 3*~~3*6*(8-7),2
2021-07-26 07:02:27,2021-07-26 07:10:32,IP Address,147.124.215.167,100,484,True,2021-07-26 07:10:32,R_33vC2I77bCr3CFh,,,,,32.779693603515625,-96.8022003173828125,anonymous,EN,0.800000011920928955078125,projects/513998946275/assessments/4b5e2d61c8000000,0,0,8.615,0,Male,,25-34,African - American,,Bachelor's degree,"$25,000 - $50,000",Joy of solving math puzzles,"4
 ",2.108,77.659,79.348,10,5.038,74.41,74.453,5,1.682,10.504,10.55,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.344,2.511,4.362,2,1.716,15.125,15.155,3,4.022,8.964,10.537,3,4,4,2.284,18.38,18.428,2,2.264,7.201,8.637,3,4,4,26.583,29.769,29.808,2,3.333,10.016,11.501,4,4,4,2.32,6.501,6.629,2,2.085,9.921,11.94,4,4,3,2.449,7.946,7.975,2,2.526,7.741,9.442,3,4,3,Yes,"4
 ","4
 ",4,"3
Neutral",Knowing that my earnings depend on how many correct responses I submit,very nice,0,0,0,0,0,0,0.50,0,0,0,q~78,q~36,q~12,q~72,q~35,3056,A3S2D7KWUQN69S,p~10~10/10*9*2,p~36~3*6*(8-7),1
2021-07-26 07:02:44,2021-07-26 07:10:34,IP Address,176.234.135.27,100,469,True,2021-07-26 07:10:34,R_3oZsCEHCuQF9WIh,,,,,41.0247039794921875,28.925201416015625,anonymous,EN,0.89999997615814208984375,projects/513998946275/assessments/c34f79d788000000,0,0,20.315,0,Male,,25-34,White/ Caucasian,,Bachelor's degree,"$25,000 - $50,000",Monetary incentive,"4
 ",23.149,40.496,41.956,2,1.357,52.941,52.968,16,0.466,15.97,15.981,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.446,31.446,32.357,1,0.754,17.249,17.263,4,1.599,4.3,4.873,3,2,5,0.368,113.295,120.041,7,2.175,6.647,7.381,4,4,1,1.044,30.455,30.484,13,1.405,4.544,5.445,8,2,5,0.614,17.001,17.136,5,0.81,3.52,4.229,6,1,5,0.734,23.179,23.191,16,0.696,3.264,3.957,6,1,5,No,"4
 ","3
Neutral","5
Very focused","4
 ",Knowing that my earnings depend on how many correct responses I submit,,10,0,10,10,10,40,1.30,0,0,0,q~10+8/(7-6),q,q~(2*7+4)/1,q~7*2+7-3,q~2+3+5+8,8884,AXLMOFXKXSU0B,p~9*2-10-10~10/10*9*2,p~3*6/8-7~3*6*(8-7),1
2021-07-26 07:02:27,2021-07-26 07:10:53,IP Address,67.8.217.170,100,506,True,2021-07-26 07:10:54,R_2OH0mKTC8k97rVp,,,,,28.30560302734375,-81.41970062255859375,anonymous,EN,0.800000011920928955078125,projects/513998946275/assessments/6872f04870000000,1.318,48.91,50.119,9,Female,,35-44,White/ Caucasian,,Bachelor's degree,"$50,000 - $100,000",Joy of solving math puzzles,"5
Very enjoyable",25.085,103.103,103.894,21,13.81,32.633,32.697,4,5.173,15.266,15.201,4,3.532,31.595,32.858,4,2.869,13.467,13.495,5,2.536,11.193,12.633,8,5,5,7.087,8.917,9.105,2,2.119,7.577,8.621,7,5,5,1.967,14.914,14.944,2,1.812,5.995,7.17,4,3,5,5.671,14.3,14.444,2,3.133,8.083,9.496,5,4,4,1.642,9.455,9.478,3,1.618,6.442,7.617,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"5
Very enjoyable","3
Neutral","5
Very focused","3
Neutral",Knowing that my earnings depend on how many correct responses I submit,very good survey thank you,0,0,0,0,0,0,-0.90,0,0.50,0,q~~~0.21,q~31,q~0.8,q~19,q~0.70,5134,A39Y730MTB5F8J,p~31~10/10*9*2,p~31~3*6*(8-7),2
2021-07-26 07:03:59,2021-07-26 07:11:02,IP Address,63.160.142.58,100,423,True,2021-07-26 07:11:02,R_XXTnTxHG8APcb3X,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,0.800000011920928955078125,projects/513998946275/assessments/1dbbb04870000000,3.734,3.734,80.53,1,Female,,25-34,African - American,,Bachelor's degree,"Less than $25,000",Joy of solving math puzzles,"5
Very enjoyable",4.741,95.238,96.927,8,1.253,13.157,13.172,5,0.991,46.91,46.93,22,0,0,1.945,0,0.752,5.476,5.504,3,1.49,3.712,4.226,5,3,3,0.942,26.58,26.603,19,0.793,11.024,11.818,10,2,2,1.557,4.26,4.282,2,1.701,3.946,5.461,6,2,2,1.049,8.799,8.814,5,2.459,5.549,6.373,9,3,4,1.034,2.867,2.888,2,0,0,4.012,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"5
Very enjoyable","3
Neutral","3
Neutral","4
 ",Emotional high from answering puzzles correctly,very well,0,0,0,0,0,0,-0.70,0,0.50,0,q~45,q~wwe~32424,q~32,q~34,q~32,6608,AGQXG8GDNI62W,p~110~10/10*9*2,p~33~3*6*(8-7)18~3*6*(8-7)=18~22~18~3*6*(8-7),2
2021-07-26 07:03:40,2021-07-26 07:11:07,IP Address,31.207.2.9,100,446,True,2021-07-26 07:11:07,R_1JRqyPCwKlem56M,,,,,38.8939971923828125,-77.0364990234375,anonymous,EN,0.60000002384185791015625,projects/513998946275/assessments/879e9d61c8000000,2.889,2.889,24.777,1,Male,,25-34,White/ Caucasian,,Bachelor's degree,"$50,000 - $100,000",Joy of solving math puzzles,"4
 ",8.38,80.808,87.848,4,1.738,17.838,17.895,3,1.474,21.307,21.36,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.444,0,21.148,54.711,54.769,3,0.331,5.79,7.001,5,4,3,1.64,18.43,18.481,2,0.029,5.584,6.882,4,4,3,2.231,10.96,10.999,2,1.613,6.963,7.801,4,4,4,1.558,7.317,7.352,2,1.78,5.347,6.552,3,5,3,13.374,18.744,18.789,2,1.776,3.652,4.698,2,4,3,Yes,"4
 ","3
Neutral",4,"3
Neutral",Emotional high from answering puzzles correctly,very interesting and improvement task,0,0,0,0,0,0,0.50,0,0,0,q~6*7+(10+8),q~11*13/5*6,q~1/4*2*7,q~7/7*3*2,q~8/2*3*5,4076,A9S9VN3KX37VE,p~5~10/10*9*2,p~3/6*7*8~3*6*(8-7),1
2021-07-26 07:01:49,2021-07-26 07:11:07,IP Address,72.77.83.253,100,558,True,2021-07-26 07:11:07,R_2Y6cmBiRRBzo4tW,,,,,40.3213958740234375,-80.03780364990234375,anonymous,EN,1,projects/513998946275/assessments/fa382d61c8000000,10.983,10.983,26.986,1,Female,,25-34,White/ Caucasian,,High school,"$25,000 - $50,000",Monetary incentive,"3
Neutral",26.292,44.435,47.757,3,1.665,21.223,21.272,2,0.916,32.043,32.088,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.108,2.108,14.589,1,1.052,12.191,12.237,2,1.716,5.872,7.604,3,5,4,1.139,82.934,82.975,2,1.489,3.93,4.68,3,5,1,1.112,62.871,62.886,2,1.533,4.078,5.173,3,5,3,0.823,0.823,120.119,1,3.762,6.976,7.945,3,5,1,0.954,11.417,11.457,2,1.415,3.993,4.877,3,5,2,No,"1
Did not enjoy","4
 ","5
Very focused","5
A lot of pressure",Frustration from answering puzzles incorrectly,The time limit made for a very high-stress environment for me which definitely made it more difficult for me to think properly in order to solve the puzzles.,10,0,10,0,10,30,1.10,0,0,0,q~(10+8)/(7-6),q~(13*6)-(11*5),q~((7*2)+4)/1,q,q~2+8+3+5,8609,A1PKCBFB4QY19G,p~(9*2)-(10-10),p~(8+6+7)-3,1
2021-07-26 07:02:45,2021-07-26 07:11:10,IP Address,63.75.241.45,100,505,True,2021-07-26 07:11:11,R_1ewsoKF27zcqSTb,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,1,projects/513998946275/assessments/7b69f04870000000,0,0,8.846,0,Male,,35-44,Native American,,Bachelor's degree,"$50,000 - $100,000",Monetary incentive,"5
Very enjoyable",39.781,69.926,73.318,2,1.05,59.304,59.329,15,0.968,69.307,69.327,23,0,0,1.998,0,1.535,91.562,91.587,21,1.634,3.139,3.834,2,4,4,2.537,26.868,26.8,2,1.468,2.828,3.884,2,5,5,1.394,23.995,24.031,2,0.864,6.562,7.371,7,5,4,0.874,37.868,37.892,4,0.842,1.662,2.851,2,5,5,3.739,5.73,5.77,2,0.834,4.22,4.871,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"4
 ","5
Very Difficult",4,"5
A lot of pressure",Emotional high from answering puzzles correctly,nice,0,0,0,0,0,0,-0.50,0,0.50,0,q~6*8(10-7)*8~6*8(10-7)*8~6*8(10-7)*8~6*8(10-7)*8~6*8(10-7)*8~6*8(10-7)*8~6*8(10-7)*8~6*8(10-7)*8~6*8(10-7)*8~6*8(10-7)*8~(6+8+10 )*8,q~11*6/ (13-5 ),q~(1+7+2)*4,q~7*3 /(7-2  ),q~18,3599,A35LWWZHYTBJES,p~21~10/10*9*2-18~18~10/10*9*2,p~3*8 6-7~3*8 6-7~3*8 (+6-7~3*8 (6-7)~3*8 (6-7)~3*8 (6-7)~3*8 (6-7)~21~3*6*(8-7),2
2021-07-26 07:02:15,2021-07-26 07:11:14,IP Address,198.14.27.67,100,539,True,2021-07-26 07:11:14,R_SE2vjSH9xmWTPEd,,,,,40.7122955322265625,-74.00679779052734375,anonymous,EN,0.800000011920928955078125,projects/513998946275/assessments/8482704870000000,0.897,0.897,4.78,1,Female,,45-54,White/ Caucasian,,Bachelor's degree,"$25,000 - $50,000",Joy of solving math puzzles,"5
Very enjoyable",2.692,116.095,117.905,13,3.077,57.563,57.591,5,5.687,40.249,40.369,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.229,31.229,33.646,1,1.84,25.938,25.966,6,2.633,5.182,6.304,3,4,3,30.692,34.111,34.163,2,15.76,17.585,18.522,2,5,3,15.882,18.246,18.381,2,1.871,3.265,4.401,2,2,2,1.263,20.643,20.658,5,1.124,2.389,3.447,2,2,5,15.329,17.639,17.668,2,1.519,6.089,7.077,5,5,4,No,"3
Neutral","5
Very Difficult","3
Neutral","4
 ",Emotional high from answering puzzles correctly,Good to do this survey.,0,0,0,0,0,0,0.50,0,0,0,q~0.04,q~150,q~1.25,q~49,q~0.5,1810,AKDW4KVJTZZU8,p~0.05~10/10*9*2,p~3*7/6-8~3*6*(8-7),1
2021-07-26 07:02:12,2021-07-26 07:11:20,IP Address,157.45.234.171,100,547,True,2021-07-26 07:11:21,R_1nPJxh85PkMoRMh,,,,,12.9633941650390625,77.58551025390625,anonymous,EN,1,projects/513998946275/assessments/44c9182d48000000,30.209,30.209,31.499,1,Male,,25-34,Asian,,Master's or higher degree,"Less than $25,000",Joy of solving math puzzles,"5
Very enjoyable",1.4,28.092,50.306,6,3.84,30.616,30.633,3,0.403,33.976,33.992,8,1.265,1.265,2.174,1,1.955,30.452,30.469,4,1.771,8.861,9.721,5,4,3,2.236,41.123,41.144,10,2.997,6.573,7.706,4,4,3,1.685,99.534,120.012,7,3.643,8.253,9.337,4,4,3,57.161,58.996,59.011,2,1.718,7.057,8.561,7,4,3,1.683,5.149,5.163,3,1.605,6.849,7.831,6,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"3
Neutral","4
 ","3
Neutral","2
 ",Knowing that my earnings depend on how many correct responses I submit,,0,0,0,0,0,0,-0.90,0,0.50,0,q~6*7*8/10,q~11+13+5*6,q~~~,q~6*7*8/3,q~6*7*8/10,3569,A1TW60NCALLP12,p~18~10/10*9*2,p~6*7*8/3~3*6*(8-7),2
2021-07-26 07:01:29,2021-07-26 07:11:40,IP Address,5.77.98.255,100,610,True,2021-07-26 07:11:40,R_1mOvm45FVfwVlMT,,,,,43.1479034423828125,12.1096954345703125,anonymous,EN,0.89999997615814208984375,projects/513998946275/assessments/abe9f9d788000000,8.837,9.422,11.255,2,Male,,25-34,White/ Caucasian,,High school,"$25,000 - $50,000",Monetary incentive,"3
Neutral",4.111,17.452,30.927,5,2.965,26.137,26.154,4,1.405,17.214,17.231,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20.799,0,1.061,19.661,19.677,2,3.624,10.141,11.153,3,1,4,1.918,1.918,120.013,1,2.679,5.387,7.191,2,3,3,50.301,51.71,51.729,3,1.65,6.984,7.929,9,2,3,1.394,1.75,120.006,2,1.284,10.548,11.477,9,4,2,1.097,18.759,18.774,3,2.327,5.165,6.573,4,3,3,No,"4
 ","2
 ",4,"3
Neutral",Emotional high from answering puzzles correctly,,10,0,10,0,10,30,1.10,0,0,0,q~(7-6)*(10+8),q,q~(2*7)+(4*1),q,q~5+3+8+2,3812,AHOHKLO0YSGNI,p~(10/10)*2*9,p~(8-7)*3*6,1
